the_geom,si_si_s,field_1,pol_stn,totarea,nm_pol,murder,rape,gangrap,robbery,theft,asltmds,sxlhrsm,distrct,inspsnc,insp__m,in__w_f,cartodb_id,si_si_m,si_si_f,ai_si_s,ai_si_m,ai_si_f,hc_snc,hc_wrkm,hc_wrkf,cnst_sn,cnst_wm,cnst_wf,tl_shrt,totcrm,tsnc,twrk,long,lat
0101000020E6100000C47C7901F64F5340B3CD8DE909833C40,NA,95,POLICE OUTPOST-SANGAM VIHAR,3105723.33007,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24939,28.51187
0101000020E61000005E6397A8DE4E5340FDF675E09C893C40,NA,97,POLICE POST-AMBEDKAR NAGAR,5224440.36659,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23234,28.53755
0101000020E6100000F6B4C35F93515340D72FD80DDB863C40,NA,99,POLICE STN-OKHLA INDUSTRIAL AREA,1716036.18985,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27462,28.52678
0101000020E61000007C2C7DE8824A5340F7065F984C953C40,NA,102,POLICE POST-SOUTH CAMPUS,3021926.12989,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16424,28.5832
0101000020E6100000E8B7AF03E74653407ED93D7958B83C40,NA,105,POLICE STATION-RITHALA,1934720.6237,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.10785,28.7201
0101000020E610000000C63368E84B5340CF49EF1B5F833C40,NA,108,POLICE STATION-QUTAB MINAR METRO,1621952.56773,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.18606,28.51317
0101000020E61000003D44A33B884B5340FF959526A5803C40,NA,110,POLICE STATION-CHHATARPUR MANDIR,19687900.1312,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.18019,28.50252
0101000020E61000007A7077D66E4D534098395D1613BB3C40,NA,114,POLICE CHOKI-BURARI,11333876.3001,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20989,28.73076
0101000020E61000004BCD1E68054E5340CCD1E3F736D53C40,NA,118,POLICE STATION-MURADNAGAR,45805411.3354,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21908,28.83287
0101000020E61000002046088F364E53400CEA5BE674893C40,NA,124,POLICE STATION-TRIVENI,5224440.36659,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22208,28.53694
0101000020E6100000228E75711B435340C5FEB27BF2883C40,NA,125,POLICE STATION-PARIKCHITGARH,16008356.1966,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.04855,28.53495
0101000020E6100000158733BF9A455340904946CEC28E3C40,NA,127,POLICE OUTPOST-IGI,42836353.412,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.08757,28.55766
0101000020E6100000026553AEF04E5340CEC7B5A162A43C40,NA,128,POLICE OUT POST-TURAKMAN GATE,5570696.13208,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23344,28.64213
0101000020E61000005C8AABCABE475340902749D74CA63C40,NA,129,POLICE OUTPOST-RAJA GARDEN,1798942.912,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.12102,28.64961
0101000020E61000006C5B94D920495340CB10C7BAB86D3C40,NA,131,POLICE CHOWKI-GOVAL PAHADI,35895594.9514,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.14263,28.4286
0101000020E6100000A1DB4B1AA347534033D769A4A5B23C40,NA,133,POLICE STATION-SARASWATI VIHAR,2974723.88751,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.11933,28.69784
0101000020E61000000FD6FF39CC5153403C4ED1915CAE3C40,NA,136,POLICE STATION-WELCOME COLONY,1805524.40737,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27809,28.6811
0101000020E610000022A64412BD4A53400473F4F8BDAD3C40,NA,144,POLICE OUTPOST-WAZIRPUR,1707484.94319,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16779,28.67868
0101000020E61000001C7C6132554453401CB1169F02A03C40,NA,161,POLICE OUTPOST-A BLOCK JANAKPURI,2051115.23358,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.0677,28.62504
0101000020E61000007ABDFBE3BD4C5340DEB06D51669B3C40,NA,164,POLICE POST SOUTH AVENUE,9889059.63099,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19909,28.60703
0101000020E6100000F4328AE5964A53407B14AE47E1B23C40,NA,165,POLICE OUTPOST-P. P. WAZIRPUR INDUSTRIAL AREA,3536288.0393,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16546,28.69875
0101000020E6100000F4328AE5964A53407B14AE47E1B23C40,NA,166,POL OUTPOST-PP WAZIRPUR INDUS AREA,3536288.0393,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16546,28.69875
0101000020E610000058569A9482445340306475ABE7A43C40,NA,167,POLICE POST,2598858.73198,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.07047,28.64416
0101000020E61000009817601F9D545340392861A6ED873C40,NA,175,POLICE STATION-MADANPUR KHADAR,7942774.02487,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.32209,28.53097
0101000020E61000005E4BC8073D51534049A297512C873C40,NA,177,POLICE POST-GOVINDPURI,8992712.06018,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.26935,28.52802
0101000020E6100000DCD781734650534083DDB06D51863C40,NA,178,POLICE POST-ALAKNANDA MARKET,2659329.53735,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.2543,28.52468
0101000020E6100000956588635D505340B983D89942873C40,NA,179,POLICE POST-KALKAJI,2659329.53735,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.2557,28.52836
0101000020E610000028B8585183475340EC647094BCAA3C40,NA,182,POLICE OUTPOST-MADIPUR,2577310.64044,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.11739,28.66694
0101000020E610000010E9B7AF03475340F7C77BD5CAAC3C40,NA,183,POLICE OUTPOST-PASCHIM VIHAR,3794663.79732,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.1096,28.67497
0101000020E61000000A0C59DDEA535340F1D24D6210B03C40,NA,184,POLICE STATION-M S PARK,2874304.37436,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.31121,28.68775
0101000020E6100000328FFCC1C04D5340312592E8658C3C40,NA,186,POST OFFICE-SHAHPUR JAT,2918572.01369,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21489,28.54843
0101000020E6100000D044D8F0F44C5340AA7D3A1E33A03C40,NA,191,POLICE OUTPOST-RML HOSPITAL,9889059.63099,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20245,28.62578
0101000020E6100000E4BD6A65C251534029D027F224913C40,NA,195,POLICE OUTPOST-JAMIA NAGAR,3745548.0416,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27749,28.56697
0101000020E6100000F60B76C3B651534035D252793B923C40,NA,196,POLICE OUTPOST-JAMIA NAGAR,3745548.0416,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27678,28.57122
0101000020E61000009CA73AE466525340268DD13AAA923C40,NA,197,POLICE OUTPOST-JAMIA NAGAR,3745548.0416,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.28753,28.57291
0101000020E61000009EC893A46B52534047382D78D18F3C40,NA,198,POLICE OUTPOST-JAMIA NAGAR,7880690.98096,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.28782,28.56179
0101000020E6100000E960FD9FC34E534009DCBA9BA7923C40,NA,202,POLICE OUTPOST-DEFENCE COLONY,2480276.53415,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23069,28.57287
0101000020E6100000AC90F2936A4F5340D95F764F1E863C40,NA,205,POLICE STATION-DR AMBEDKAR NAGAR,1661329.47208,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24088,28.5239
0101000020E6100000AEB14B546F53534033E197FA799B3C40,NA,208,POLICE STATION-TRILOKPURI,2111658.82806,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.30367,28.60733
0101000020E61000007FA4880CAB4453409C50888043983C40,NA,209,POLICE OUTPOST-DWARKA SECTOR 1,30068547.981,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.07294,28.59478
0101000020E6100000F12E17F19D4A5340A353573ECBAB3C40,NA,211,POLICE OUTPOST-INDERLOK,1948430.28639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16589,28.67107
0101000020E610000084F068E388535340F6E978CC40AD3C40,NA,212,POLICE STATION-GTB ENCLAVE,4731868.99746,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.30523,28.67677
0101000020E6100000F697DD93874753406C3EAE0D15AB3C40,NA,214,POLICE STATION-MADIPUR,2577310.64044,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.11765,28.66829
0101000020E6100000884677103B5153403541D47D00823C40,NA,223,POLICE OUTPOST-PRAHLADPUR,3852127.69559,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.26923,28.50782
0101000020E610000090662C9ACE4E5340B7E9CF7EA4A83C40,NA,228,POLICE STATION-CHANDNI CHOWK,1627909.97434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23136,28.65876
0101000020E610000016A4198BA64953406B60AB048BAB3C40,NA,229,POLICE OUTPOST-JAI DEV PARK EAST PUNJABI BAGH,3148605.14162,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.15079,28.67009
0101000020E610000016A4198BA64953406B60AB048BAB3C40,NA,230,POLICE OUTPOST-PUNJABI BAGH,3148605.14162,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.15079,28.67009
0101000020E610000086E63A8DB44E5340D1D556EC2FAB3C40,NA,231,POLICE OUTPOST-ISBT KASHMERE GATE BUS STATION,1749323.88109,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22977,28.6687
0101000020E610000086E63A8DB44E5340D1D556EC2FAB3C40,NA,232,POLICE OUTPOST-ISBT KASHMERE GATE B,1749323.88109,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22977,28.6687
0101000020E6100000F697DD93874F53403F52448655943C40,NA,235,POLICE OUTPOST-JANGPURA,2116960.63039,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24265,28.57943
0101000020E6100000D46531B1F94853400DAB7823F3783C40,NA,236,POLICE OUTPOST-H BLOCK AYA NAGAR,35895594.9514,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.14024,28.47246
0101000020E61000002D5BEB8B845053404BB0389CF9953C40,NA,237,POLICE OUTPOST-SARAI KALE KHAN,10316304.0447,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.25809,28.58584
0101000020E61000009FC37C79014E53400612143FC6A43C40,NA,238,POLICE STATION-DELHI RAILWAY STATION,3095888.32288,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21884,28.64365
0101000020E61000009FC37C79014E53400612143FC6A43C40,NA,239,POLICE STATION-DELHI RAILWAY STATIO,3095888.32288,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21884,28.64365
0101000020E610000021938C9C854B53400AEF7211DFA93C40,NA,240,POLICE OUTPOST-ANAND PARBAT,1948430.28639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.18003,28.66356
0101000020E6100000FB912232AC4A5340A84D9CDCEFA83C40,NA,241,POLICE OUTPOST-ANAND PARBAT,4104570.16645,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16676,28.65991
0101000020E61000007E6FD39FFD5453406F2A52616C993C40,NA,242,POLICE OUTPOST-JHUNDPURA SECTOR 11NOIDA,1588244.35977,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.32798,28.59931
0101000020E61000007E6FD39FFD5453406F2A52616C993C40,NA,243,POLICE OUTPOST-JHUNDPURA SECTOR 11,1588244.35977,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.32798,28.59931
0101000020E6100000FFE7305F5E4C53400F069E7B0FA73C40,NA,251,POLICE STATION-DESH BANDHU GUPTA RD,1643641.8886,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19326,28.65258
0101000020E61000000BD28C45D34D5340E427D53E1DB73C40,NA,254,POLICE STATION-DHEERPUR,2247077.98436,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21602,28.71529
0101000020E61000002384471B47425340C0A8A44E409B3C40,NA,256,POLICE STATION-DWARIKA SEC 13,30068547.981,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.03559,28.60645
0101000020E6100000DBC4C9FD0E4F53403F912749D78C3C40,NA,260,POLICE OUTPOST-GREATER KAILASH-1,3793564.84265,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23529,28.55016
0101000020E61000000FEECEDA6D4F53404B8E3BA5838D3C40,NA,261,POLICE OUTPOST-GREATER KAILASH-1,3793564.84265,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24108,28.55279
0101000020E6100000DB85E63A8D4E53400B1F115322A93C40,NA,266,POLICE STATION-DELHI JUNCTION,1627909.97434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22737,28.66068
0101000020E6100000AB5B3D27BD4553404D840D4FAFA43C40,NA,268,POLICE STATION-TILAK VIHAR,2035876.19463,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.08967,28.6433
0101000020E6100000C7116BF12954534004CAA65CE1A53C40,NA,269,POLICE STATION-ANAND VIHAR RAILWAY STATION,4558969.69225,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.31506,28.64797
0101000020E6100000C7116BF12954534004CAA65CE1A53C40,NA,270,POLICE STATION ANAND VIHAR RLY STN,4558969.69225,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.31506,28.64797
0101000020E61000002A00C633685453402BC1E270E6873C40,NA,272,POLICE STATION-MADANPUR KHADAR EXT,7942774.02487,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.31886,28.53086
0101000020E610000003098A1F634E5340DEA63FFB91AA3C40,NA,275,POLICE OUTPOST-KASHMERI GATE,1627909.97434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.2248,28.66629
0101000020E61000001B25AFCE314E53408269183E22A63C40,NA,276,POLICE OUTPOST-KAMLA NAGAR MARKET,3095888.32288,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22179,28.64896
0101000020E610000009DCBA9BA74E5340C2340C1F11AB3C40,NA,277,POLICE OUTPOST-KASHMERI GATE,1749323.88109,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22898,28.66823
0101000020E6100000AA605452274E5340C9E53FA4DFA63C40,NA,278,POLICE OUTPOST-HAUZ QUAZI,2975208.71941,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22115,28.65185
0101000020E61000007FBC57AD4C505340FF959526A5903C40,NA,283,POLICE STATION-SRINIWASPURI,4045386.71006,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.25468,28.56502
0101000020E61000001FA2D11DC44C5340E3FC4D2844A83C40,NA,285,POLICE STATION-SHIDIPURA,2975208.71941,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19947,28.65729
0101000020E61000008E23D6E2534C53404EAF946588AB3C40,NA,288,POLICE STATION-PARTAP NAGAR,2218660.17765,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19262,28.67005
0101000020E6100000DF15C1FF56505340DABFB2D2A48C3C40,NA,291,POLICE OUTPOST-NEHRU PLACE,3793564.84265,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.25531,28.54939
0101000020E6100000B3295778973D53405487DC0C37B03C40,NA,292,POLICE OUTPOST-TIKRI BORDER,48582358.6399,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,76.96237,28.68834
0101000020E6100000CD3B4ED1914E534082902C60028F3C40,NA,294,POLICE OUTPOST-DEFENCE COLONY,2480276.53415,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22765,28.55863
0101000020E6100000BC22F8DF4A425340884677103B9B3C40,NA,295,POLICE OUTPOST-SEC 3 DWARKA,30068547.981,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.03582,28.60637
0101000020E6100000F111312592525340CCB4FD2B2B8D3C40,NA,296,POLICE OUTPOST-SARITA VIHAR,6171102.99116,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.29017,28.55144
